Symbol,Name
478,AOUT,American Outdoor Brands Inc. Common Stock 
479,AP,Ampco-Pittsburgh Corporation Common Stock
480,APA,APA Corporation Common Stock
481,APAC,StoneBridge Acquisition Corporation Class A Ordinary Shares
482,APACU,StoneBridge Acquisition Corporation Unit
483,APACW,StoneBridge Acquisition Corporation Warrant
484,APAM,Artisan Partners Asset Management Inc. Class A Common Stock
485,APCX,Apptech Payments Corp.
486,APD,Air Products and Chemicals Inc. Common Stock
487,APDN,Applied DNA Sciences Inc. Common Stock
488,APEI,American Public Education Inc. Common Stock
489,APEN,Apollo Endosurgery Inc. Common Stock
490,APG,APi Group Corporation Common Stock
491,APGB,Apollo Strategic Growth Capital II Class A Ordinary Shares
492,APH,Amphenol Corporation Common Stock
493,API,Agora Inc. American Depositary Shares
494,APLE,Apple Hospitality REIT Inc. Common Shares
495,APLS,Apellis Pharmaceuticals Inc. Common Stock
496,APLT,Applied Therapeutics Inc. Common Stock
497,APM,Aptorum Group Limited Class A Ordinary Shares
498,APMIU,AxonPrime Infrastructure Acquisition Corporation Unit
499,APO,Apollo Global Management Inc. Class A Common Stock
500,APO^A,Apollo Global Management Inc. 6.375% Series A Preferred Shares
501,APO^B,Apollo Global Management Inc 6.375% Series B Preferred Shares
502,APOG,Apogee Enterprises Inc. Common Stock
503,APP,Applovin Corporation Class A Common Stock
504,APPF,AppFolio Inc. Class A Common Stock
505,APPH,AppHarvest Inc. Common Stock
506,APPHW,AppHarvest Inc. Warrants
507,APPN,Appian Corporation Class A Common Stock
508,APPS,Digital Turbine Inc. Common Stock
509,APR,Apria Inc. Common Stock
510,APRE,Aprea Therapeutics Inc. Common stock
511,APRN,Blue Apron Holdings Inc. Class A Common Stock
512,APSG,Apollo Strategic Growth Capital Class A Ordinary Shares
513,APT,Alpha Pro Tech Ltd. Common Stock
514,APTM,Alpha Partners Technology Merger Corp. Class A Ordinary Shares
515,APTMU,Alpha Partners Technology Merger Corp. Unit
516,APTMW,Alpha Partners Technology Merger Corp. Warrant
517,APTO,Aptose Biosciences Inc. Common Shares
518,APTS,Preferred Apartment Communities Inc. Common Stock
519,APTV,Aptiv PLC Ordinary Shares
520,APTV^A,Aptiv PLC 5.50% Series A Mandatory Convertible Preferred Shares
521,APTX,Aptinyx Inc. Common Stock
522,APVO,Aptevo Therapeutics Inc. Common Stock
523,APWC,Asia Pacific Wire & Cable Corporation Ltd. Ordinary Shares (Bermuda)
524,APXIU,APx Acquisition Corp. I Unit
525,APYX,Apyx Medical Corporation Common Stock
526,AQB,AquaBounty Technologies Inc. Common Stock
527,AQMS,Aqua Metals Inc. Common Stock
528,AQN,Algonquin Power & Utilities Corp. Common Shares
529,AQNA,Algonquin Power & Utilities Corp. 6.875% Fixed-to-Floating Rate Subordinated Notes Series 2018-A due October 17 2078
530,AQNB,Algonquin Power & Utilities Corp. 6.20% Fixed-to-Floating Subordinated Notes Series 2019-A due July 1 2079
531,AQNU,Algonquin Power & Utilities Corp. Corporate Units
532,AQST,Aquestive Therapeutics Inc. Common Stock
533,AQUA,Evoqua Water Technologies Corp. Common Stock
534,AR,Antero Resources Corporation Common Stock
535,ARAV,Aravive Inc. Common Stock
536,ARAY,Accuray Incorporated Common Stock
537,ARBE,Arbe Robotics Ltd. Ordinary Shares
538,ARBEW,Arbe Robotics Ltd. Warrant
539,ARBG,Aequi Acquisition Corp. Class A Common Stock
540,ARBGU,Aequi Acquisition Corp. Unit
541,ARBGW,Aequi Acquisition Corp. warrants
542,ARBK,Argo Blockchain plc American Depositary Shares
543,ARBKL,Argo Blockchain plc 8.75% Senior Notes due 2026
544,ARC,ARC Document Solutions Inc. Common Stock
545,ARCB,ArcBest Corporation Common Stock
546,ARCC,Ares Capital Corporation Common Stock
547,ARCE,Arco Platform Limited Class A Common Shares
548,ARCH,Arch Resources Inc. Class A Common Stock
549,ARCK,Arbor Rapha Capital Bioholdings Corp. I Class A Common Stock
550,ARCKU,Arbor Rapha Capital Bioholdings Corp. I Units
551,ARCKW,Arbor Rapha Capital Bioholdings Corp. I Warrants
552,ARCO,Arcos Dorados Holdings Inc. Class A Shares
553,ARCT,Arcturus Therapeutics Holdings Inc. Common Stock
554,ARDC,Ares Dynamic Credit Allocation Fund Inc. Common Shares
555,ARDS,Aridis Pharmaceuticals Inc. Common Stock
556,ARDX,Ardelyx Inc. Common Stock
557,ARE,Alexandria Real Estate Equities Inc. Common Stock
558,AREC,American Resources Corporation Class A Common Stock
559,ARES,Ares Management Corporation Class A Common Stock
560,ARGD,Argo Group International Holdings Ltd. 6.5% Senior Notes Due 2042
561,ARGO,Argo Group International Holdings Ltd.
562,ARGO^A,Argo Group International Holdings Ltd. Depositary Shares Each Representing a 1/1000th Interest in a 7.00% Resettable Fixed Rate Preference Share Series A
563,ARGU,Argus Capital Corp. Class A Common Stock
564,ARGUU,Argus Capital Corp. Unit
565,ARGUW,Argus Capital Corp. Warrant
566,ARGX,argenx SE American Depositary Shares
567,ARHS,Arhaus Inc. Class A Common Stock
568,ARI,Apollo Commercial Real Estate Finance Inc
569,ARIS,Aris Water Solutions Inc. Class A Common Stock
570,ARIZ,Arisz Acquisition Corp. Common Stock
571,ARIZR,Arisz Acquisition Corp. Right
572,ARIZU,Arisz Acquisition Corp. Unit
573,ARIZW,Arisz Acquisition Corp. Warrant
574,ARKO,ARKO Corp. Common Stock
575,ARKOW,ARKO Corp. Warrant
576,ARKR,Ark Restaurants Corp. Common Stock
577,ARL,American Realty Investors Inc. Common Stock
578,ARLO,Arlo Technologies Inc. Common Stock
579,ARLP,Alliance Resource Partners L.P. Common Units representing Limited Partners Interests
580,ARMK,Aramark Common Stock
581,ARMP,Armata Pharmaceuticals Inc. Common Stock
582,ARNA,Arena Pharmaceuticals Inc. Common Stock
583,ARNC,Arconic Corporation Common Stock 
584,AROC,Archrock Inc. Common Stock
585,AROW,Arrow Financial Corporation Common Stock
586,ARQQ,Arqit Quantum Inc. Ordinary Shares
587,ARQQW,Arqit Quantum Inc. Warrants
588,ARQT,Arcutis Biotherapeutics Inc. Common Stock
589,ARR,ARMOUR Residential REIT Inc.
590,ARR^C,ARMOUR Residential REIT Inc. 7% Series C Cumulative Redeemable Preferred Stock (liquidation preference $25.00 per share)
591,ARRW,Arrowroot Acquisition Corp. Class A common stock
592,ARRWU,Arrowroot Acquisition Corp. Unit
593,ARRWW,Arrowroot Acquisition Corp. Warrant
594,ARRY,Array Technologies Inc. Common Stock
595,ARTA,Artisan Acquisition Corp. Class A Ordinary Shares 
596,ARTAU,Artisan Acquisition Corp. Units
597,ARTAW,Artisan Acquisition Corp. Warrants
598,ARTE,Artemis Strategic Investment Corporation Class A Common Stock
599,ARTEU,Artemis Strategic Investment Corporation Unit
600,ARTEW,Artemis Strategic Investment Corporation Warrant
601,ARTL,Artelo Biosciences Inc. Common Stock
602,ARTLW,Artelo Biosciences Inc. Warrant
603,ARTNA,Artesian Resources Corporation Class A Common Stock
604,ARTW,Art's-Way Manufacturing Co. Inc. Common Stock
605,ARVL,Arrival Ordinary Shares
606,ARVN,Arvinas Inc. Common Stock
607,ARW,Arrow Electronics Inc. Common Stock
608,ARWR,Arrowhead Pharmaceuticals Inc. Common Stock
609,ARYD,ARYA Sciences Acquisition Corp IV Class A Odinary Shares
610,ARYE,ARYA Sciences Acquisition Corp V Class A Ordinary Shares
611,ASA,ASA  Gold and Precious Metals Limited
612,ASAI,Sendas Distribuidora S A ADS
613,ASAN,Asana Inc. Class A Common Stock
614,ASAQ,Atlantic Street Acquisition Corp Class A Common Stock
615,ASAX,Astrea Acquisition Corp. Class A Common Stock
616,ASAXU,Astrea Acquisition Corp. Unit
617,ASAXW,Astrea Acquisition Corp. Warrant
618,ASB,Associated Banc-Corp Common Stock
619,ASB^E,Associated Banc-Corp Depositary Shares each representing a 1/40th interest in a share of 5.875% Non-Cumulative Perpetual Preferred Stock Series E
620,ASB^F,Associated Banc-Corp Depositary Shares each representing a 1/40th interest in a share of Associated Banc-Corp 5.625% Non-Cumulative Perpetual Preferred Stock Series F
621,ASC,Ardmore Shipping Corporation Common Stock
622,ASG,Liberty All-Star Growth Fund Inc.
623,ASGI,Aberdeen Standard Global Infrastructure Income Fund Common Shares of Beneficial Interest
624,ASGN,ASGN Incorporated Common Stock
625,ASH,Ashland Global Holdings Inc. Common Stock
626,ASIX,AdvanSix Inc. Common Stock 
627,ASLE,AerSale Corporation Common Stock
628,ASLEW,AerSale Corporation Warrants
629,ASLN,ASLAN Pharmaceuticals Limited American Depositary Shares
630,ASM,Avino Silver & Gold Mines Ltd. Common Shares (Canada)
631,ASMB,Assembly Biosciences Inc. Common Stock
632,ASML,ASML Holding N.V. New York Registry Shares
633,ASND,Ascendis Pharma A/S American Depositary Shares
634,ASO,Academy Sports and Outdoors Inc. Common Stock
635,ASPA,ABRI SPAC I INC. Common Stock
636,ASPAU,Abri SPAC I Inc. Unit
637,ASPAW,ABRI SPAC I INC. Warrant
638,ASPC,Alpha Capital Acquisition Company One Class A Ordinary Share
639,ASPCU,Alpha Capital Acquisition Company Unit
640,ASPCW,Alpha Capital Acquisition Company Warrant
641,ASPN,Aspen Aerogels Inc. Common Stock
642,ASPS,Altisource Portfolio Solutions S.A. Common Stock
643,ASPU,Aspen Group Inc. Common Stock
644,ASR,Grupo Aeroportuario del Sureste S.A. de C.V. Common Stock
645,ASRT,Assertio Holdings Inc. Common Stock
646,ASRV,AmeriServ Financial Inc. Common Stock
647,ASTC,Astrotech Corporation (DE) Common Stock
648,ASTE,Astec Industries Inc. Common Stock
649,ASTL,Algoma Steel Group Inc. Common Shares
650,ASTLW,Algoma Steel Group Inc. Warrant
651,ASTR,Astra Space Inc. Class A Common Stock 
652,ASTRW,Astra Space Inc. Warrant
653,ASTS,AST SpaceMobile Inc. Class A Common Stock
654,ASTSW,AST SpaceMobile Inc. Warrant
655,ASUR,Asure Software Inc Common Stock
656,ASX,ASE Technology Holding Co. Ltd. American Depositary Shares (each representing Two Common Shares) 
657,ASXC,Asensus Surgical Inc. Common Stock
658,ASYS,Amtech Systems Inc. Common Stock
659,ASZ,Austerlitz Acquisition Corporation II Class A Ordinary Shares
660,ATA,Americas Technology Acquisition Corp. Ordinary Shares
661,ATAI,ATAI Life Sciences N.V. Common Shares
662,ATAQ,Altimar Acquisition Corp. III Class A Ordinary Shares
663,ATAX,America First Multifamily Investors L.P. Beneficial Unit Certificates (BUCs) representing Limited Partnership Interests
664,ATC,Atotech Limited Common Shares
665,ATCO,Atlas Corp. Common Shares
666,ATCO^D,Atlas Corp. 7.95% Series D
667,ATCO^H,Atlas Corp. 7.875% Series H
668,ATCO^I,Atlas Corp. Series I Fixed-to-Floating 
669,ATCOL,Atlas Corp. 7.125% Notes due 2027
670,ATCX,Atlas Technical Consultants Inc. Class A Common Stock
671,ATEC,Alphatec Holdings Inc. Common Stock
672,ATEN,A10 Networks Inc. Common Stock
673,ATER,Aterian Inc. Common Stock
674,ATEX,Anterix Inc. Common Stock
675,ATGE,Adtalem Global Education Inc. Common Stock
676,ATH,Athene Holding Ltd. Class A Common Shares
677,ATH^A,Athene Holding Ltd. Depositary Shares Each Representing a 1/1000th Interest in a 6.35% Fixed-to-Floating Rate Perpetual Non-Cumulative Preference Share Series A
678,ATH^B,Athene Holding Ltd. Depositary Shares Each Representing a 1/1000th Interest in a 5.625% Fixed Rate Perpetual Non- Cumulative Preference Share Series B par value $1.00 per share
679,ATH^C,Athene Holding Ltd. Depositary Shares each representing a 1/1000th Interest in a Share of 6.375% Fixed-Rate Reset Perpetual Non-Cumulative Preference Shares Series C
680,ATH^D,Athene Holding Ltd. Depositary Shares Each Representing a 1/1000th Interest in a 4.875% Fixed-Rate Perpetual Non-Cumulative Preference Share Series D
681,ATHA,Athira Pharma Inc. Common Stock
682,ATHE,Alterity Therapeutics Limited American Depositary Shares
683,ATHM,Autohome Inc. American Depositary Shares each representing four class A ordinary shares.
684,ATHN,Athena Technology Acquisition Corp. Class A Common Stock
685,ATHX,Athersys Inc. Common Stock
686,ATI,Allegheny Technologies Incorporated Common Stock
687,ATIF,ATIF Holdings Limited Ordinary Shares
688,ATIP,ATI Physical Therapy Inc. Class A Common Stock
689,ATKR,Atkore Inc. Common Stock
690,ATLC,Atlanticus Holdings Corporation Common Stock
691,ATLCL,Atlanticus Holdings Corporation 6.125% Senior Notes due 2026
692,ATLCP,Atlanticus Holdings Corporation 7.625% Series B Cumulative Perpetual Preferred Stock no par value per share
693,ATLO,Ames National Corporation Common Stock
694,ATMR,Altimar Acquisition Corp. II Class A Ordinary Shares
695,ATNF,180 Life Sciences Corp. Common Stock
696,ATNFW,180 Life Sciences Corp. Warrant
697,ATNI,ATN International Inc. Common Stock
698,ATNM,Actinium Pharmaceuticals Inc. (Delaware) Common Stock
699,ATNX,Athenex Inc. Common Stock
700,ATO,Atmos Energy Corporation Common Stock
701,ATOM,Atomera Incorporated Common Stock
702,ATOS,Atossa Therapeutics Inc. Common Stock
703,ATR,AptarGroup Inc. Common Stock
704,ATRA,Atara Biotherapeutics Inc. Common Stock
705,ATRC,AtriCure Inc. Common Stock
706,ATRI,Atrion Corporation Common Stock
707,ATRO,Astronics Corporation Common Stock
708,ATRS,Antares Pharma Inc. Common Stock
709,ATSG,Air Transport Services Group Inc
710,ATSPT,Archimedes Tech SPAC Partners Co. Subunit
711,ATSPU,Archimedes Tech SPAC Partners Co. Unit
712,ATSPW,Archimedes Tech SPAC Partners Co. Warrant
713,ATTO,Atento S.A. Ordinary Shares
714,ATUS,Altice USA Inc. Class A Common Stock
715,ATVC,Tribe Capital Growth Corp I Class A common stock
716,ATVCU,Tribe Capital Growth Corp I Units
717,ATVCW,Tribe Capital Growth Corp I Warrant
718,ATVI,Activision Blizzard Inc. Common Stock
719,ATXI,Avenue Therapeutics Inc. Common Stock
720,ATXS,Astria Therapeutics Inc. Common Stock
721,ATY,AcuityAds Holdings Inc. Common Shares
722,AU,AngloGold Ashanti Limited Common Stock
723,AUB,Atlantic Union Bankshares Corporation Common Stock
724,AUBAP,Atlantic Union Bankshares Corporation Depositary Shares each representing a 1/400th ownership interest in a share of 6.875% Perpetual Non-Cumulative Preferred Stock Series A
725,AUBN,Auburn National Bancorporation Inc. Common Stock
726,AUD,Audacy Common Stock
727,AUDC,AudioCodes Ltd. Common Stock
728,AUGX,Augmedix Inc. Common Stock
729,AUID,Ipsidy Inc. Common Stock
730,AUMN,Golden Minerals Company Common Stock
731,AUPH,Aurinia Pharmaceuticals Inc Ordinary Shares
732,AUR,Aurora Innovation Inc. Class A Common Stock
733,AURA,Aura Biosciences Inc. Common Stock
734,AURC,Aurora Acquisition Corp. Class A Ordinary Shares
735,AURCW,Aurora Acquisition Corp. Warrant
736,AUROW,Aurora Innovation Inc. Warrant
737,AUS,Austerlitz Acquisition Corporation I Class A Ordinary Shares
738,AUTL,Autolus Therapeutics plc American Depositary Share
739,AUTO,AutoWeb Inc. Common Stock
740,AUUD,Auddia Inc. Common Stock
741,AUUDW,Auddia Inc. Warrants
742,AUVI,Applied UV Inc. Common Stock
743,AUVIP,Applied UV Inc. 10.5% Series A Cumulative Perpetual Preferred Stock $0.0001 par value per share
744,AUY,Yamana Gold Inc. Ordinary Shares (Canada)
745,AVA,Avista Corporation Common Stock
746,AVAC,Avalon Acquisition Inc. Class A Common Stock
747,AVACU,Avalon Acquisition Inc. Units
748,AVAH,Aveanna Healthcare Holdings Inc. Common Stock
749,AVAL,Grupo Aval Acciones y Valores S.A. ADR (Each representing 20 preferred shares)
750,AVAN,Avanti Acquisition Corp. Class A Ordinary Shares
751,AVAV,AeroVironment Inc. Common Stock
752,AVB,AvalonBay Communities Inc. Common Stock
753,AVCO,Avalon GloboCare Corp. Common Stock
754,AVCT,American Virtual Cloud Technologies Inc. Common Stock 
755,AVCTW,American Virtual Cloud Technologies Inc. Warrant expiring 4/7/2025
756,AVD,American Vanguard Corporation Common Stock ($0.10 Par Value)
757,AVDL,Avadel Pharmaceuticals plc American Depositary Shares
758,AVDX,AvidXchange Holdings Inc. Common Stock
759,AVEO,AVEO Pharmaceuticals Inc. Common Stock
760,AVGO,Broadcom Inc. Common Stock
761,AVGOP,Broadcom Inc. 8.00% Mandatory Convertible Preferred Stock Series A
762,AVGR,Avinger Inc. Common Stock
763,AVHI,Achari Ventures Holdings Corp. I Common Stock
764,AVHIU,Achari Ventures Holdings Corp. I Unit
765,AVHIW,Achari Ventures Holdings Corp. I Warrant
766,AVID,Avid Technology Inc. Common Stock
767,AVIR,Atea Pharmaceuticals Inc. Common Stock
768,AVK,Advent Convertible and Income Fund
769,AVLR,Avalara Inc. Common Stock
770,AVNS,Avanos Medical Inc. Common Stock
771,AVNT,Avient Corporation Common Stock
772,AVNW,Aviat Networks Inc. Common Stock
773,AVO,Mission Produce Inc. Common Stock
774,AVPT,AvePoint Inc. Class A Common Stock
775,AVPTW,AvePoint Inc. Warrant
776,AVRO,AVROBIO Inc. Common Stock
777,AVT,Avnet Inc. Common Stock
778,AVTE,Aerovate Therapeutics Inc. Common Stock
779,AVTR,Avantor Inc. Common Stock
780,AVTR^A,Avantor Inc. Series A Mandatory Convertible Preferred Stock
781,AVTX,Avalo Therapeutics Inc. Common Stock
782,AVXL,Anavex Life Sciences Corp. Common Stock
783,AVY,Avery Dennison Corporation Common Stock
784,AVYA,Avaya Holdings Corp. Common Stock
785,AWF,Alliancebernstein Global High Income Fund
786,AWH,Aspira Women's Health Inc. Common Stock
787,AWI,Armstrong World Industries Inc Common Stock
788,AWK,American Water Works Company Inc. Common Stock
789,AWP,Aberdeen Global Premier Properties Fund Common Shares of Beneficial Interest
790,AWR,American States Water Company Common Stock
791,AWRE,Aware Inc. Common Stock
792,AWX,Avalon Holdings Corporation Common Stock
793,AX,Axos Financial Inc. Common Stock
794,AXDX,Accelerate Diagnostics Inc. Common Stock
795,AXGN,Axogen Inc. Common Stock
796,AXH,Industrial Human Capital Inc. Common Stock
797,AXL,American Axle & Manufacturing Holdings Inc. Common Stock
798,AXLA,Axcella Health Inc. Common Stock
799,AXNX,Axonics Inc. Common Stock
800,AXON,Axon Enterprise Inc. Common Stock
801,AXP,American Express Company Common Stock
802,AXR,AMREP Corporation Common Stock
803,AXS,Axis Capital Holdings Limited Common Stock
804,AXS^E,Axis Capital Holdings Limited Depositary Shares each representing 1/100th interest in a share of a 5.50% Series E Preferred Shares
805,AXSM,Axsome Therapeutics Inc. Common Stock
806,AXTA,Axalta Coating Systems Ltd. Common Shares
807,AXTI,AXT Inc Common Stock
808,AXU,Alexco Resource Corp Common Shares (Canada)
809,AY,Atlantica Sustainable Infrastructure plc Ordinary Shares
810,AYI,Acuity Brands Inc. 
811,AYLA,Ayala Pharmaceuticals Inc. Common Stock
812,AYRO,AYRO Inc. Common Stock
813,AYTU,Aytu BioPharma Inc.  Common Stock
814,AYX,Alteryx Inc. Class A Common Stock
815,AZEK,The AZEK Company Inc. Class A Common Stock
816,AZN,AstraZeneca PLC American Depositary Shares
817,AZO,AutoZone Inc. Common Stock
818,AZPN,Aspen Technology Inc. Common Stock
819,AZRE,Azure Power Global Limited Equity Shares
820,AZTA,Azenta Inc.
821,AZUL,Azul S.A. American Depositary Shares (each representing three preferred shares)
822,AZYO,Aziyo Biologics Inc. Class A Common Stock
823,AZZ,AZZ Inc.
824,B,Barnes Group Inc. Common Stock
